0 7912359 0
1 19754334 0
2 6043808 0
3 6311543 0
4 36512570 0
5 10766712 0
6 8473016 0
7 46923920 0
8 4770181 0
9 5667552 0
10 2362771 0
11 4975145 0
12 2386255 0
13 547896 0
14 9327124 0
15 1241311 0
16 2830893 0
17 1954772 0
18 2131369 0
19 6502842 0
20 3033927 0
21 1887146 0
22 1181641 0
23 16596521 0
24 10577276 0
25 2828772 0
26 8834660 0
27 5600764 0
28 5973655 0
29 2563103 0
30 7958383 0
31 6798910 0
32 1669348 0
33 2309419 0
34 3886523 0
35 3420249 0
36 1957206 0
37 5037509 0
38 2366858 0
39 2073832 0
40 6891050 0
41 9524965 0
42 1502672 0
43 1823734 0
44 1194283 0
45 3329214 0
46 3191066 0
47 1876512 0
48 2614837 0
49 1028480 0
50 3445009 0
51 2473446 0
52 2021987 0
53 3841033 0
54 7198931 0
55 2449391 0
56 6328040 0
57 2422197 0
58 5014491 0
59 2312581 0
60 4221091 0
61 2753714 0
62 3004505 0
63 2583609 0
64 2304665 0
65 6807424 0
66 2977955 0
67 3052723 0
68 4311590 0
69 4032072 0
70 716699 0
71 1701996 0
72 1135274 0
73 3866889 0
74 6245865 0
75 2924501 0
76 6286034 0
77 3187997 0
78 3304968 0
79 2287634 0
80 1901960 0
81 6259225 0
82 2932159 0
83 4020800 0
84 3189251 0
85 2598026 0
86 4495978 0
87 8393535 0
88 2379751 0
89 4159555 0
90 4344016 0
91 5615256 0
92 5174694 0
93 3761155 0
94 4660158 0
95 5823995 0
96 7633984 0
97 3439385 0
98 8226552 0
99 386948 0
100 6069724 0
101 2920049 0
102 1155002 0
103 1997741 0
104 3219510 0
105 2314539 0
106 5291106 0
107 3763663 0
108 9592920 0
109 3103492 0
110 3187985 0
111 4493457 0
112 329597 0
113 4724592 0
114 4446732 0
115 3050541 0
116 1763562 0
117 1302314 0
118 1535768 0
119 5599495 0
120 8020440 0
121 2921564 0
122 4784211 0
123 3466034 0
124 5068483 0
125 6902027 0
126 5048247 0
127 1733641 0
128 1546517 0
129 2363639 0
130 2226690 0
131 3943809 0
132 2042174 0
133 2247014 0
134 1377611 0
135 5908201 0
136 1672269 0
137 29857740 0
138 1583761 0
139 2497964 0
140 2833104 0
141 2051828 0
142 4416955 0
143 10501357 0
144 2451509 0
145 3377372 0
146 16069170 0
147 6314665 0
148 1662452 0
149 2272326 0
150 3546360 0
151 2633369 0
152 1859872 0
153 4096487 0
154 3074561 0
155 6342058 0
156 8106589 0
157 4314548 0
158 4436148 0
159 1803381 0
160 3454231 0
161 2048140 0
162 2406916 0
163 2608017 0
164 5521946 0
165 3359946 0
166 16213921 0
167 4004960 0
168 8277127 0
169 4995902 0
170 12307363 0
171 2646049 0
172 6540934 0
173 2477876 0
174 1935764 0
175 5836196 0
176 2969444 0
177 3029314 0
178 4034229 0
179 4328012 0
180 1253324 0
181 6534340 0
182 5886507 0
183 3991922 0
184 2704202 0
185 4325317 0
186 4062243 0
187 3221871 0
188 3596220 0
189 2142333 0
190 3843796 0
191 9883008 0
192 2676549 0
193 1618088 0
194 2102492 0
195 881763 0
196 3889085 0
197 9545487 0
198 4998394 0
199 2713799 0
200 5595343 0
201 9887549 0
202 22443106 0
203 51141374 0
204 3330349 0
205 6643262 0
206 4498939 0
207 2192190 0
208 7196503 0
209 7312371 0
210 3426306 0
211 1740572 0
212 2232036 0
213 4511921 0
214 6115023 0
215 5275717 0
216 2766678 0
217 3438335 0
218 2512122 0
219 2557929 0
220 4954717 0
221 3911586 0
222 4583027 0
223 993450 0
224 3785458 0
225 3145907 0
226 3386481 0
227 1791352 0
228 2984525 0
229 545750 0
230 1941769 0
231 3042484 0
232 2524418 0
233 1335450 0
234 1663781 0
235 3385284 0
236 4006171 0
237 692665 0
238 7296559 0
239 4601730 0
240 3652338 0
241 7306788 0
242 3878260 0
243 6353285 0
244 2349588 0
245 4764374 0
246 3439879 0
247 4382709 0
248 3533091 0
249 5643147 0
250 3026210 0
251 4011632 0
252 1063551 0
253 7215915 0
254 1479759 0
255 1871024 0
256 7974496 0
257 13151192 0
258 2247926 0
259 10735544 0
260 3656859 0
261 6903648 0
262 3893362 0
263 2951030 0
264 1919511 0
265 546780 0
266 2897777 0
267 5431969 0
268 4954004 0
269 2579556 0
270 1759434 0
271 3099341 0
272 7879929 0
273 169939 0
274 622094 0
275 5626040 0
276 2301922 0
277 3152108 0
278 1744774 0
279 2864592 0
280 4468169 0
281 2139593 0
282 1606192 0
283 1685816 0
284 1527533 0
285 3777270 0
286 3032239 0
287 1596702 0
288 1906545 0
289 2763236 0
290 2105924 0
291 2532442 0
292 2984929 0
293 3193857 0
294 2330375 0
295 1779627 0
296 2253948 0
297 3536972 0
298 4663191 0
299 2849288 0
300 2802852 0
301 6849601 0
